"Media origin";Date;Afghanistan;Argentina;Australia;Austria;Bahrain;Belgium;Brazil;Canada;Chile;China;Colombia;"Czech Republic";Denmark;Ecuador;Egypt;Finland;France;Georgia;Germany;"Hong Kong";Hungary;India;Indonesia;Iran;Iraq;Israel;Italy;Japan;Jordan;Malaysia;Mexico;Morocco;Netherlands;Norway;Oman;Pakistan;Peru;Philippines;Poland;Qatar;Russia;"Saudi Arabia";"South Korea";Spain;Sweden;Syria;Taiwan;Thailand;Turkey;Ukraine;"United Arab Emirates";"United Kingdom";"United States";Uruguay;Venezuela;Vietnam;Yemen
Total;2025-07-05;1.0;-1.7;-0.1;-1.9;1.1;0.2;0.0;0.1;0.1;1.0;-2.1;0.7;-0.3;-0.9;-0.8;-0.1;-0.5;-0.8;-0.4;-0.5;0.2;-0.3;-0.2;-1.6;-1.3;-1.2;-0.1;0.6;0.5;0.4;-0.3;-0.5;0.5;0.7;-0.7;4.3;-1.8;0.6;0.2;-0.3;-0.2;0.2;-0.5;-0.5;-1.0;-0.7;-0.1;0.0;-1.4;0.7;-1.3;0.3;0.2;-1.5;-1.4;1.4;-0.9
Total;2025-07-06;1.1;-1.6;-0.2;-2.0;1.1;0.2;0.1;0.2;0.2;1.1;-1.8;0.7;-0.2;-0.8;-0.6;-0.1;-0.4;-1.0;-0.3;-0.5;0.3;-0.2;0.1;-1.5;-1.2;-1.1;-0.1;0.6;0.5;0.5;-0.3;-0.6;0.6;0.7;-0.6;4.3;-1.8;0.6;0.3;-0.4;-0.2;0.3;-0.4;-0.5;-1.0;-0.8;-0.1;0.1;-1.3;0.8;-0.9;0.3;0.3;-1.3;-1.3;1.6;-1.0
Total;2025-07-07;1.0;-1.5;-0.2;-1.9;1.2;0.2;0.4;0.2;0.1;1.1;-1.7;0.6;-0.2;-0.8;-0.3;-0.1;-0.3;-1.0;-0.2;-0.4;0.3;0.0;0.4;-1.3;-1.2;-1.0;0.0;0.9;0.5;0.9;-0.3;-0.7;0.6;0.8;-0.5;4.2;-1.8;0.6;0.4;-0.3;0.1;0.6;-0.1;-0.4;-0.9;-0.8;-0.1;0.3;-1.3;0.8;-0.7;0.4;0.4;-1.4;-1.3;1.9;-1.0
Total;2025-07-08;1.0;-1.4;-0.1;-1.8;1.2;0.2;0.6;0.2;0.2;1.1;-1.7;0.7;-0.2;-0.7;-0.1;-0.1;-0.3;-1.0;-0.2;-0.3;0.3;0.2;1.1;-1.2;-1.1;-0.9;0.0;1.3;0.3;1.5;-0.3;-0.6;0.6;0.7;-0.5;4.1;-1.7;0.6;0.4;-0.3;0.2;0.6;0.5;-0.4;-0.8;-0.8;0.0;1.3;-1.3;0.8;-0.2;0.5;0.5;-1.3;-1.3;2.3;-0.9
Total;2025-07-09;1.0;-1.4;-0.1;-1.8;1.2;0.3;0.7;0.2;0.5;1.1;-1.6;0.7;-0.1;-0.7;-0.1;-0.2;-0.2;-1.0;-0.1;-0.2;0.3;0.2;1.5;-1.1;-0.6;-0.9;0.1;1.6;0.4;1.9;-0.3;-0.5;0.4;0.7;-0.5;4.1;-1.5;0.9;0.4;-0.4;0.2;0.8;0.9;-0.4;-0.8;-0.7;0.1;1.9;-1.2;0.8;0.1;0.6;0.6;-0.9;-1.2;2.5;-0.9
Total;2025-07-10;1.1;-1.4;0.0;-1.8;1.3;0.2;1.2;0.3;0.6;1.2;-1.5;0.6;-0.1;-0.8;0.0;-0.1;-0.3;-1.1;-0.1;-0.1;0.3;0.4;1.9;-1.0;0.4;-0.9;0.0;1.8;0.4;2.0;-0.3;-0.5;0.3;0.6;-0.4;4.2;-1.3;1.6;0.3;-0.4;0.3;0.9;1.1;-0.5;-0.8;-0.8;0.2;2.1;-1.2;0.8;0.3;0.7;0.7;-0.8;-1.2;2.6;-0.9
Total;2025-07-11;0.9;-1.3;0.1;-1.7;1.5;0.2;1.8;0.5;0.9;1.2;-1.3;0.6;-0.1;-0.7;0.1;0.0;-0.2;-1.1;-0.1;0.0;0.3;0.5;2.2;-0.9;0.8;-0.7;0.1;1.9;0.3;2.1;-0.1;-0.6;0.4;0.6;-0.3;4.2;-1.3;2.2;0.2;-0.4;0.3;0.9;1.4;-0.4;-0.7;-0.7;0.3;2.5;-1.2;0.8;0.6;0.8;0.9;-0.6;-1.1;2.8;-0.7
Total;2025-07-12;1.0;-1.2;0.1;-1.6;1.5;0.1;2.3;0.7;0.9;1.2;-1.2;0.5;-0.1;-0.7;0.2;0.2;-0.1;-1.0;0.1;0.0;0.3;0.5;2.3;-0.8;1.0;-0.7;0.2;2.1;0.3;2.2;0.1;-0.6;0.4;0.5;-0.3;4.1;-1.3;2.5;0.2;-0.4;0.3;0.9;1.7;-0.5;-0.5;-0.7;0.3;2.7;-1.2;0.8;1.6;1.0;1.0;0.4;-1.0;2.9;-0.6
Total;2025-07-13;0.9;-1.1;0.2;-1.5;1.5;0.3;2.6;0.8;1.1;1.3;-0.9;0.5;0.0;-0.7;0.2;0.6;0.0;-0.9;0.3;0.1;0.3;0.6;2.5;-0.8;1.3;-0.7;0.4;2.2;0.3;2.4;0.3;-0.6;0.7;0.5;-0.1;4.0;-0.9;2.5;0.1;-0.4;0.3;0.9;1.8;-0.4;-0.4;-0.7;0.3;2.8;-1.2;0.8;1.8;1.1;1.1;0.7;-0.9;3.1;-0.6
Total;2025-07-14;0.9;-1.1;0.3;-1.3;1.5;0.4;2.9;0.9;1.2;1.3;-0.7;0.5;0.3;-0.6;0.2;1.0;0.2;-0.8;0.5;0.3;0.3;0.7;2.7;-0.7;1.3;-0.7;0.6;2.3;0.2;2.4;0.4;-0.4;0.7;0.5;0.0;4.0;-0.8;2.5;0.1;-0.4;0.5;1.0;2.0;-0.4;-0.1;-0.7;0.4;3.0;-1.1;0.9;1.9;1.2;1.3;0.8;-0.8;3.2;-0.5
Total;2025-07-15;0.9;-1.0;0.3;-1.2;1.5;0.4;3.1;0.9;1.3;1.4;-0.6;0.5;0.5;-0.6;0.3;1.3;0.3;-0.8;0.7;0.4;0.3;0.9;3.0;-0.5;1.5;-0.6;0.7;2.4;0.2;2.5;0.6;-0.3;0.8;0.7;0.0;4.0;-0.8;2.6;0.1;-0.4;0.7;1.1;2.1;-0.4;0.3;-0.7;0.4;3.1;-1.0;1.1;2.0;1.3;1.4;0.9;-0.8;3.4;-0.5
Total;2025-07-16;0.9;-0.9;0.3;-1.1;1.7;0.4;3.4;1.0;1.4;1.4;-0.6;0.4;0.6;-0.6;0.4;1.3;0.4;-0.7;0.8;0.5;0.3;1.0;3.4;-0.4;1.6;-0.5;0.8;2.5;0.3;2.6;0.7;-0.3;0.9;0.7;0.0;4.1;-0.7;2.6;0.1;-0.3;0.8;1.1;2.2;-0.4;0.4;-0.8;0.5;3.3;-0.9;1.2;2.1;1.4;1.5;1.0;-0.8;3.5;-0.5
Total;2025-07-17;0.8;-0.8;0.3;-1.0;1.8;0.4;3.6;1.0;1.6;1.4;-0.5;0.5;0.6;-0.5;0.4;1.2;0.5;-0.6;0.9;0.5;0.4;1.1;3.5;-0.3;1.7;-0.4;0.8;2.5;0.3;2.7;0.7;-0.2;0.9;0.8;0.1;4.0;-0.7;2.6;0.1;-0.3;0.9;1.2;2.3;-0.4;0.5;-0.8;0.5;3.4;-0.9;1.3;2.1;1.4;1.6;1.2;-0.8;3.6;-0.5
Total;2025-07-18;0.7;-0.8;0.4;-1.0;1.8;0.3;3.8;1.0;1.7;1.4;-0.4;0.5;0.7;-0.5;0.5;1.3;0.5;-0.5;1.0;0.7;0.5;1.3;3.7;-0.3;1.9;-0.4;0.8;2.6;0.3;2.7;0.8;-0.1;0.9;0.8;0.1;3.9;-0.6;2.6;0.1;-0.3;1.0;1.2;2.3;-0.3;0.6;-0.8;0.6;3.7;-0.7;1.4;2.4;1.5;1.6;1.3;-0.8;3.6;-0.4
Total;2025-07-19;0.7;-0.7;0.5;-1.0;1.7;0.3;3.9;1.1;1.7;1.4;-0.4;0.4;0.7;-0.5;0.5;1.3;0.5;-0.5;1.0;0.7;0.5;1.4;3.7;-0.2;2.0;-0.3;0.9;2.6;0.2;2.7;0.8;-0.1;0.8;0.9;0.2;3.8;-0.6;2.7;0.0;-0.3;1.1;1.2;2.4;-0.4;0.7;-0.8;0.6;3.8;-0.7;1.5;2.4;1.5;1.7;1.4;-0.8;3.6;-0.2
Total;2025-07-20;0.7;-0.7;0.5;-1.0;1.6;0.2;4.1;1.1;1.7;1.4;-0.2;0.4;0.7;-0.5;0.5;1.4;0.6;-0.5;1.0;0.7;0.5;1.5;3.8;-0.1;2.1;-0.3;0.9;2.7;0.2;2.7;0.9;-0.2;0.8;0.8;0.2;3.7;-0.6;2.7;0.0;-0.3;1.1;1.2;2.5;-0.4;0.7;-0.8;0.6;3.8;-0.6;1.5;2.6;1.6;1.8;1.6;-0.7;3.6;-0.1
Total;2025-07-21;0.6;-0.6;0.5;-1.0;1.6;0.2;4.2;1.1;1.8;1.4;0.1;0.4;0.7;-0.5;0.5;1.4;0.6;-0.3;1.1;0.8;0.6;1.6;3.9;0.1;2.2;-0.3;0.9;2.8;0.1;2.7;0.9;-0.1;0.8;0.8;0.3;3.6;-0.5;2.6;0.0;-0.3;1.2;1.2;2.6;-0.3;0.7;-0.8;0.8;3.9;-0.6;1.6;2.6;1.7;1.9;1.8;-0.7;3.7;0.0
Total;2025-07-22;0.6;-0.5;0.5;-0.9;1.6;0.2;4.4;1.2;1.8;1.5;0.2;0.4;0.7;-0.5;0.5;1.4;0.7;-0.3;1.2;0.8;0.8;1.7;4.0;0.2;2.3;-0.2;0.9;2.9;0.1;2.9;1.0;0.0;0.8;0.7;0.3;3.3;-0.4;2.8;-0.1;-0.3;1.2;1.2;2.7;-0.3;0.9;-0.8;0.9;4.0;-0.5;1.6;2.8;1.7;1.9;2.0;-0.6;3.7;0.0
Total;2025-07-23;0.7;-0.4;0.7;-0.9;1.5;0.1;4.5;1.3;1.9;1.6;0.3;0.4;0.8;-0.6;0.5;1.4;0.8;-0.3;1.3;1.1;0.8;1.8;4.7;0.3;2.5;-0.2;1.0;3.3;0.1;3.0;1.1;0.1;0.8;0.7;0.3;3.1;-0.3;3.6;-0.1;-0.2;1.3;1.3;2.9;-0.3;1.4;-0.7;1.0;4.3;-0.4;1.6;3.1;1.9;2.1;2.0;-0.6;3.8;0.2
Total;2025-07-24;0.6;-0.4;0.8;-0.8;1.5;0.2;4.6;1.4;2.0;1.6;0.4;0.4;0.8;-0.6;0.5;1.5;1.0;-0.2;1.4;1.4;0.9;2.0;5.0;0.4;2.5;-0.1;1.0;3.5;0.1;3.1;1.2;0.1;0.9;0.7;0.4;3.0;-0.2;4.1;-0.1;-0.2;1.4;1.3;3.1;-0.2;1.6;-0.7;1.1;4.3;-0.4;1.8;3.3;2.1;2.3;2.0;-0.5;4.0;0.3
Total;2025-07-25;0.9;-0.2;0.9;-0.7;1.4;0.2;4.7;1.5;2.1;1.7;0.5;0.3;0.8;-0.6;0.5;1.5;1.0;-0.2;1.5;1.6;0.9;2.2;5.1;0.5;2.8;-0.1;1.1;3.7;0.0;3.1;1.2;0.1;1.0;0.7;0.5;2.8;-0.1;4.3;-0.1;-0.3;1.4;1.2;3.2;-0.2;1.8;-0.7;1.2;4.3;-0.3;1.8;3.4;2.2;2.4;2.1;-0.4;4.1;0.9
Total;2025-07-26;0.8;-0.1;1.0;-0.7;1.5;0.2;4.8;1.5;2.2;1.7;0.6;0.2;0.8;-0.6;0.5;1.4;1.1;-0.2;1.6;1.6;0.9;2.3;5.2;0.6;2.9;-0.1;1.0;3.8;-0.1;3.1;1.3;0.1;1.0;0.6;0.6;2.5;0.0;4.4;-0.2;-0.3;1.5;1.2;3.5;-0.3;2.1;-0.7;1.3;4.3;-0.2;1.8;3.5;2.2;2.5;2.2;-0.3;4.1;0.9
Total;2025-07-27;0.7;0.0;1.0;-0.7;1.4;0.0;4.9;1.6;2.2;1.7;0.6;0.0;0.9;-0.6;0.5;1.5;1.1;-0.1;1.7;1.6;0.9;2.4;5.4;0.7;3.0;-0.1;1.0;4.1;-0.1;3.1;1.4;0.1;1.0;0.6;0.8;2.3;0.1;4.7;-0.3;-0.2;1.5;1.1;3.6;-0.3;2.2;-0.7;1.3;4.4;-0.2;1.8;3.5;2.4;2.6;2.4;-0.2;4.2;0.9
Total;2025-07-28;0.7;0.1;1.0;-0.5;1.4;0.2;5.0;1.7;2.2;1.8;0.7;0.0;1.1;-0.6;0.6;1.7;1.5;0.2;2.0;1.9;1.0;2.5;5.8;0.8;3.2;0.1;1.2;4.4;0.0;3.1;1.5;0.1;1.0;0.6;0.9;2.0;0.2;5.3;-0.3;0.0;1.7;1.1;3.8;-0.1;2.9;-0.7;1.4;4.5;-0.1;2.0;3.7;2.7;2.9;2.5;-0.1;4.4;1.0
Total;2025-07-29;0.7;0.3;1.1;-0.4;1.4;0.3;5.2;1.8;2.2;1.8;0.8;-0.1;1.1;-0.5;0.7;1.8;1.7;0.3;2.3;2.1;1.2;2.7;6.1;1.0;3.3;0.1;1.4;4.6;0.1;3.2;1.6;0.4;1.2;0.7;0.9;1.7;0.2;5.7;-0.3;0.1;1.9;1.2;4.0;0.0;3.7;-0.6;1.6;4.5;0.1;2.2;3.8;2.8;3.1;2.5;0.0;4.5;1.1
Total;2025-07-30;0.7;0.4;1.2;-0.4;1.0;0.4;5.3;1.8;2.2;1.9;0.9;-0.1;1.1;-0.5;0.7;1.9;1.8;0.4;2.5;2.2;1.2;2.9;6.3;1.1;3.4;0.2;1.5;4.5;-0.2;3.2;1.6;0.4;1.3;0.8;1.0;1.8;0.2;5.8;-0.2;0.1;2.1;1.3;4.1;0.1;4.2;-0.6;1.6;4.5;0.1;2.7;3.9;2.9;3.2;2.4;0.0;4.5;1.1
Total;2025-07-31;0.8;0.4;1.2;-0.3;1.1;0.5;5.7;1.9;2.3;2.0;0.8;0.0;1.1;-0.6;0.8;2.0;1.9;0.4;2.5;2.3;1.3;3.2;6.6;1.2;3.4;0.2;1.6;4.6;-0.1;3.3;1.7;0.4;1.6;0.9;1.0;2.2;0.2;6.4;-0.2;0.3;2.3;1.3;4.3;0.2;4.4;-0.6;1.7;4.6;0.1;2.9;4.1;3.0;3.3;2.3;0.0;4.4;1.2
Total;2025-08-01;1.3;0.5;1.3;-0.3;1.0;0.7;6.2;2.1;2.5;2.2;0.9;0.1;1.2;0.3;0.8;2.2;2.0;0.4;2.6;2.3;1.3;3.6;7.4;1.3;4.4;0.5;1.7;5.0;0.1;3.6;2.0;0.4;1.6;1.9;1.1;3.2;0.3;7.4;-0.2;0.4;2.6;1.4;4.8;0.3;4.7;0.7;2.5;5.4;0.3;3.2;4.2;3.3;3.5;2.3;0.2;4.7;1.2
Total;2025-08-02;1.2;0.5;1.4;-0.3;1.2;0.7;6.5;2.2;2.4;2.2;0.9;0.3;1.1;0.3;0.8;2.2;2.2;0.3;2.7;2.4;1.3;3.8;7.6;1.4;4.5;0.5;1.8;5.1;0.1;3.6;2.1;0.6;1.7;2.0;1.1;3.4;0.2;7.9;-0.2;0.3;2.7;1.4;5.1;0.4;4.7;0.9;2.9;5.4;0.4;3.2;4.2;3.3;3.6;2.4;0.2;4.7;1.1
Total;2025-08-03;1.2;0.5;1.4;-0.3;1.2;0.7;6.6;2.3;2.4;2.2;0.7;0.4;1.0;0.3;0.6;2.2;2.0;0.4;2.6;2.4;1.3;3.8;7.5;1.3;4.5;0.5;1.8;5.1;0.1;3.5;2.2;0.6;1.7;2.0;1.0;3.5;0.2;8.1;-0.3;0.4;2.7;1.3;5.2;0.5;4.8;1.0;3.2;5.4;0.4;3.3;3.8;3.4;3.6;2.3;0.1;4.6;1.1
Total;2025-08-04;1.4;0.5;1.4;-0.3;1.3;0.7;6.6;2.3;2.5;2.2;0.7;0.4;0.9;0.4;0.3;2.1;2.1;0.4;2.6;2.5;1.3;3.8;7.4;1.3;4.6;0.4;1.8;4.9;0.1;3.3;2.2;0.6;1.8;1.8;1.1;3.7;0.2;8.3;-0.3;0.3;2.7;1.2;4.9;0.5;4.8;1.3;3.3;5.3;0.4;3.3;3.5;3.3;3.6;2.2;0.2;4.4;1.1
Total;2025-08-05;1.4;0.4;1.3;-0.2;1.5;0.7;6.5;2.3;2.6;2.2;0.7;0.4;0.9;0.4;0.1;2.1;2.1;0.4;2.6;2.4;1.3;3.9;6.7;1.3;4.7;0.3;1.9;4.6;0.1;2.7;2.2;0.6;1.8;1.8;1.4;3.8;0.2;8.3;-0.3;0.3;2.7;1.3;4.5;0.6;4.8;1.5;3.2;4.4;0.4;3.5;3.1;3.3;3.6;2.1;0.2;4.2;1.0
Total;2025-08-06;1.3;0.5;1.3;-0.2;1.8;0.7;6.7;2.3;2.4;2.2;0.7;0.4;0.8;0.6;0.2;2.2;2.1;0.4;2.6;2.3;1.3;4.1;6.5;1.3;4.3;0.3;1.8;4.3;0.1;2.3;2.2;0.4;1.9;1.9;1.5;3.8;0.1;8.1;-0.3;0.7;3.0;1.2;4.2;0.5;5.0;1.6;3.3;4.0;0.5;3.8;2.9;3.3;3.6;1.8;0.2;4.0;1.0
Total;2025-08-07;1.4;0.6;1.3;-0.1;1.7;0.7;6.7;2.4;2.2;2.3;0.8;0.5;0.8;0.9;0.2;2.4;2.1;0.5;2.7;2.4;1.3;4.5;6.4;1.3;3.8;0.3;1.9;4.5;0.1;2.2;2.4;0.4;2.0;2.0;1.5;4.2;-0.1;7.9;-0.3;0.9;3.4;1.3;4.3;0.5;5.1;2.3;3.7;3.9;0.6;4.2;2.9;3.4;3.7;1.8;0.4;4.2;1.0
Total;2025-08-08;1.4;0.6;1.2;-0.2;2.0;0.8;6.3;2.2;2.0;2.3;0.7;0.6;0.7;1.0;0.0;2.3;2.2;0.6;2.8;2.4;1.4;4.7;6.2;1.3;3.6;0.3;1.9;4.4;0.1;2.2;2.3;0.5;2.0;2.1;1.7;4.4;-0.2;7.6;-0.3;1.0;3.5;1.3;4.2;0.6;5.0;2.5;3.8;3.7;0.6;4.3;2.7;3.4;3.7;1.8;0.3;4.2;1.0
Total;2025-08-09;1.3;0.6;1.1;-0.3;1.9;0.8;5.9;2.0;2.0;2.3;0.6;0.7;0.9;1.0;-0.1;2.1;2.1;0.4;2.7;2.3;1.5;4.8;6.1;1.3;3.4;0.3;1.8;4.3;0.1;2.0;2.1;0.5;2.0;2.2;1.9;4.4;-0.2;7.4;-0.2;1.0;3.5;1.3;4.0;0.6;4.8;2.6;3.9;3.5;0.6;4.3;1.7;3.3;3.6;0.9;0.2;4.1;0.8
Total;2025-08-10;1.3;0.6;1.0;-0.4;1.9;0.6;5.6;1.9;1.8;2.3;0.4;0.7;0.8;1.0;-0.1;1.6;1.9;0.3;2.3;2.3;1.5;4.9;5.9;1.3;3.1;0.3;1.5;4.3;0.1;1.9;1.9;0.5;1.6;2.2;1.8;4.5;-0.4;7.4;-0.3;1.0;3.5;1.2;3.9;0.6;4.7;2.5;4.0;3.4;0.6;4.3;1.6;3.2;3.5;0.6;0.2;4.0;0.8
Total;2025-08-11;1.2;0.6;0.9;-0.5;1.9;0.6;5.5;1.8;1.8;2.3;0.3;0.7;0.6;1.0;-0.1;1.3;1.7;0.2;2.2;2.2;1.4;4.9;5.8;1.3;3.1;0.3;1.3;4.2;0.1;1.8;1.8;0.3;1.6;2.1;1.8;4.6;-0.3;7.4;-0.3;1.0;3.4;1.1;3.9;0.5;4.5;2.6;4.0;3.2;0.5;4.2;1.5;3.1;3.4;0.5;0.2;3.9;0.8
Total;2025-08-12;1.1;0.6;0.9;-0.5;1.9;0.5;5.4;1.8;1.8;2.4;0.2;0.6;0.4;1.1;0.0;1.0;1.6;0.2;2.1;2.2;1.4;4.9;5.6;1.3;3.0;0.2;1.2;4.2;0.1;1.7;1.7;0.2;1.4;1.9;1.8;4.5;-0.4;7.4;-0.3;0.9;3.2;1.1;3.9;0.5;4.5;2.7;4.1;3.1;0.4;4.0;1.5;3.1;3.4;0.5;0.1;3.8;0.9
Total;2025-08-13;1.1;0.5;1.0;-0.6;1.7;0.4;5.3;1.7;1.6;2.4;0.2;0.6;0.3;1.1;-0.1;1.0;1.5;0.3;2.0;2.1;1.3;4.9;5.2;1.2;3.0;0.2;1.1;4.1;-0.1;1.6;1.6;0.3;1.3;1.9;1.9;4.4;-0.3;7.3;-0.3;0.9;3.1;1.0;3.8;0.5;4.6;2.7;4.1;3.0;0.4;3.9;1.5;3.0;3.3;0.4;0.2;3.7;1.0
Total;2025-08-14;1.1;0.5;1.0;-0.6;1.6;0.5;5.2;1.7;1.5;2.4;0.1;0.5;0.2;1.1;-0.2;1.0;1.4;0.2;1.9;2.1;1.2;4.9;5.0;1.2;2.9;0.2;1.1;4.1;-0.1;1.5;1.5;0.4;1.2;1.8;1.9;4.4;-0.3;7.2;-0.3;0.8;3.0;0.9;3.8;0.5;4.4;2.8;4.1;2.9;0.4;3.7;1.6;3.0;3.3;0.3;0.2;3.6;1.0
Total;2025-08-15;1.2;0.5;0.9;-0.6;1.6;0.6;5.1;1.7;1.5;2.3;0.1;0.4;0.2;1.2;-0.2;1.0;1.4;0.3;1.8;2.0;1.1;4.8;4.9;1.2;2.9;0.2;1.1;4.0;-0.2;1.5;1.5;0.4;1.2;1.8;1.8;4.3;-0.3;7.2;-0.3;0.8;2.8;0.9;3.8;0.4;4.4;2.8;4.1;2.8;0.3;3.5;1.6;2.9;3.2;0.3;0.2;3.6;0.9
Total;2025-08-16;1.1;0.5;0.8;-0.6;1.5;0.6;5.1;1.7;1.4;2.3;0.1;0.3;0.2;1.2;-0.3;0.9;1.3;0.3;1.7;2.0;1.0;4.8;4.8;1.2;2.8;0.2;1.0;3.9;-0.1;1.5;1.4;0.4;1.2;1.7;1.8;4.3;-0.3;7.3;-0.4;0.9;2.7;0.8;3.8;0.5;4.3;2.9;4.1;2.6;0.3;3.3;1.6;2.9;3.2;0.4;0.2;3.6;0.8
Total;2025-08-17;1.0;0.5;0.9;-0.6;1.5;0.6;5.0;1.6;1.2;2.3;0.0;0.2;0.1;1.2;-0.3;0.7;1.3;0.3;1.7;2.0;1.0;4.8;4.8;1.1;2.7;0.1;1.0;3.8;-0.1;1.4;1.4;0.4;1.2;1.7;1.8;4.2;-0.4;7.2;-0.4;0.8;2.6;0.8;3.8;0.4;4.3;2.9;4.1;2.6;0.3;3.2;1.6;2.8;3.1;0.5;0.2;3.6;0.6
Total;2025-08-18;1.0;0.4;0.9;-0.5;1.4;0.7;4.9;1.6;1.2;2.3;-0.2;0.1;0.1;1.3;-0.3;0.7;1.2;0.1;1.6;2.0;0.8;4.8;4.7;1.1;2.7;0.1;0.9;3.7;-0.1;1.5;1.3;0.3;1.2;1.7;1.8;4.1;-0.4;7.3;-0.4;0.8;2.5;0.8;3.7;0.4;4.3;2.9;4.0;2.6;0.3;3.0;1.7;2.7;3.0;0.3;0.2;3.6;0.6
Total;2025-08-19;0.9;0.4;0.9;-0.5;1.5;0.6;4.9;1.5;1.2;2.2;-0.2;0.0;0.1;1.4;-0.3;0.6;1.1;0.2;1.6;2.0;0.6;4.9;4.6;1.0;2.6;0.1;0.8;3.7;0.0;1.3;1.3;0.2;1.1;1.7;1.7;4.2;-0.4;7.1;-0.4;0.7;2.4;0.7;3.6;0.4;4.2;2.8;4.0;2.5;0.2;2.9;1.5;2.7;2.9;0.4;0.2;3.5;0.6
Total;2025-08-20;0.8;0.4;0.7;-0.6;1.5;0.6;4.8;1.4;1.1;2.1;-0.3;-0.1;0.1;1.5;-0.2;0.5;0.9;0.2;1.5;1.8;0.6;4.9;4.0;0.9;2.5;0.0;0.7;3.3;0.0;1.3;1.2;0.2;1.0;1.6;1.8;4.3;-0.4;6.3;-0.4;0.7;2.3;0.7;3.5;0.3;3.8;2.8;3.9;2.3;0.3;2.8;1.4;2.5;2.8;0.5;0.1;3.4;0.5
Total;2025-08-21;0.8;0.3;0.6;-0.6;1.6;0.5;4.7;1.3;1.0;2.0;-0.3;-0.2;0.1;1.5;-0.3;0.4;0.8;0.2;1.4;1.6;0.4;4.8;3.7;0.9;2.5;0.0;0.7;3.1;-0.1;1.1;1.1;0.1;0.8;1.6;1.7;4.3;-0.5;5.8;-0.5;0.7;2.2;0.6;3.4;0.3;3.6;2.7;3.8;2.3;0.2;2.6;1.2;2.4;2.7;0.6;0.1;3.3;0.3
Total;2025-08-22;0.6;0.3;0.5;-0.7;1.6;0.6;4.6;1.3;0.9;2.0;-0.3;-0.1;0.2;1.6;-0.3;0.4;0.8;0.3;1.3;1.4;0.3;4.7;3.6;0.8;2.2;0.0;0.6;2.9;-0.1;1.2;1.1;0.1;0.6;1.6;1.6;4.2;-0.5;5.5;-0.5;0.7;2.2;0.6;3.3;0.3;3.4;2.8;3.8;2.2;0.2;2.5;1.2;2.4;2.7;0.6;0.0;3.1;-0.3
Total;2025-08-23;0.6;0.2;0.5;-0.1;1.4;0.7;4.6;1.3;0.7;2.0;-0.4;0.0;0.9;1.5;-0.2;0.4;1.0;0.4;1.5;1.4;0.4;4.8;3.5;0.8;2.1;0.1;0.8;2.8;0.0;1.1;1.1;0.2;1.1;1.7;1.5;4.2;-0.6;5.3;-0.5;0.7;2.2;0.6;3.1;0.3;4.0;2.8;3.8;2.3;0.2;2.5;1.2;2.4;2.7;0.5;-0.1;3.1;-0.3
Total;2025-08-24;0.6;0.2;0.4;0.2;1.4;0.9;4.6;1.2;0.7;2.0;-0.4;0.0;1.0;1.5;-0.2;0.4;1.0;0.6;1.4;1.5;0.4;4.8;3.3;0.8;2.1;0.1;0.8;2.5;0.0;1.2;1.0;0.2;1.2;1.7;1.4;4.2;-0.6;4.9;-0.5;0.7;2.2;0.6;3.1;0.5;4.3;2.8;3.8;2.2;0.2;2.5;1.3;2.3;2.6;0.4;-0.1;3.0;-0.3
Total;2025-08-25;0.7;0.1;0.4;0.2;1.3;0.8;4.5;1.1;0.7;1.9;-0.5;-0.1;1.0;1.5;-0.4;0.2;0.7;0.4;1.1;1.3;0.2;4.8;2.9;0.7;2.2;0.0;0.6;2.3;-0.2;1.2;1.0;0.2;1.1;1.6;1.3;4.3;-0.6;4.3;-0.6;0.5;2.0;0.6;3.0;0.3;3.8;2.8;3.7;2.2;0.2;2.2;1.3;2.1;2.4;0.4;-0.2;2.8;-0.4
Total;2025-08-26;0.6;0.0;0.3;0.5;1.4;1.1;4.4;1.1;0.7;1.9;-0.4;-0.1;1.2;1.5;-0.3;0.3;0.7;0.4;1.0;1.3;0.1;4.8;2.7;0.7;2.2;0.0;0.6;2.2;-0.2;1.2;0.9;0.1;1.2;1.6;1.5;4.4;-0.6;3.9;-0.7;0.4;2.0;0.5;2.9;0.4;3.5;2.9;3.7;2.3;0.2;2.1;1.4;2.1;2.3;0.4;-0.2;2.8;-0.5
Total;2025-08-27;0.6;-0.2;0.4;0.6;1.3;1.2;4.3;1.1;0.8;1.9;-0.5;-0.1;1.3;1.6;-0.4;0.4;0.6;0.4;0.9;1.2;0.0;4.8;2.6;0.6;2.2;-0.1;0.6;2.2;-0.2;1.3;0.9;0.1;1.1;1.7;1.6;4.4;-0.5;3.9;-0.8;0.4;2.0;0.6;2.8;0.4;3.2;2.9;3.7;2.4;0.2;1.9;1.5;2.0;2.3;0.6;-0.2;2.8;-0.5
Total;2025-08-28;0.5;-0.3;0.5;0.6;1.1;1.1;4.0;1.0;0.7;1.8;-0.5;-0.2;1.3;1.6;-0.4;0.3;0.5;0.4;0.8;1.0;-0.1;4.7;2.2;0.4;2.1;-0.2;0.5;2.0;-0.4;1.2;0.8;0.0;0.9;1.6;1.6;4.1;-0.5;3.4;-0.8;0.3;1.8;0.5;2.5;0.3;3.1;3.0;3.5;2.2;0.2;1.7;1.4;1.9;2.2;0.5;-0.2;2.6;-0.5
